id,name,name_fr,name_ar,category,sub_category,sector,address,lat,lon,phone,website,opening_hours,operator,beds,source,source_url,confidence_score,osm_amenity,osm_healthcare
osm_node_5588875987,Chirurgien Dentiste,,,dentist,,unknown,,33.5430121,-7.5836751,,,,,,OSM,https://www.openstreetmap.org/node/5588875987,0.7,dentist,dentist
osm_node_5589116515,Pharmacie Moulay Driss,,,pharmacy,,unknown,Rue 50,33.5689517,-7.5868213,,,,,,OSM,https://www.openstreetmap.org/node/5589116515,0.7,pharmacy,pharmacy
osm_node_5589382007,,,,pharmacy,,unknown,Boulevard de Smara,33.53766,-7.5899233,,,,,,OSM,https://www.openstreetmap.org/node/5589382007,0.7,pharmacy,pharmacy
osm_node_5589572638,Pharmacie des Urgences,,,pharmacy,,unknown,Rue 1,33.5370027,-7.5858966,,,,,,OSM,https://www.openstreetmap.org/node/5589572638,0.7,pharmacy,pharmacy
osm_node_5589601437,Pharmacie Ain Chifaa,,,pharmacy,,unknown,Boulevard Bouchaib Doukkali,33.5700395,-7.5825861,,,,,,OSM,https://www.openstreetmap.org/node/5589601437,0.7,pharmacy,pharmacy
osm_node_5589601460,Pharmacie Assia,,,pharmacy,,unknown,Rue 42,33.5704256,-7.5916801,,,,,,OSM,https://www.openstreetmap.org/node/5589601460,0.7,pharmacy,pharmacy
osm_node_5590930821,Chirurgien Dentiste,,,dentist,,unknown,Rue 12,33.56553,-7.5932452,,,,,,OSM,https://www.openstreetmap.org/node/5590930821,0.7,dentist,dentist
osm_node_5591121619,Laboratore de Biologie Medicale Casa Analyses,,,clinic,,unknown,Boulevard Mohammed VI,33.5695573,-7.5958671,,,,,,OSM,https://www.openstreetmap.org/node/5591121619,0.7,clinic,clinic
osm_node_5591121972,Pharmacie El Farraj,,,pharmacy,,unknown,Boulevard Abdellah Senhaji,33.5673526,-7.5904222,,,,,,OSM,https://www.openstreetmap.org/node/5591121972,0.7,pharmacy,pharmacy
osm_node_5593149218,Pharmacie de Casablanca,,,pharmacy,,unknown,Boulevard de la Croix,33.5749186,-7.5907414,,,,,,OSM,https://www.openstreetmap.org/node/5593149218,0.7,pharmacy,pharmacy
osm_node_5593149772,Pharmacie Laafou,,,pharmacy,,unknown,Rue 34,33.5753387,-7.5931285,,,,,,OSM,https://www.openstreetmap.org/node/5593149772,0.7,pharmacy,pharmacy
osm_node_5593488480,Pharmacie Albahia,,,pharmacy,,unknown,Boulevard Ahmed Sebbagh,33.5744839,-7.5962278,,,,,,OSM,https://www.openstreetmap.org/node/5593488480,0.7,pharmacy,pharmacy
osm_node_5595534215,,,,pharmacy,,unknown,Avenue Abdelkader Sahraoui,33.5530547,-7.5499651,,,,,,OSM,https://www.openstreetmap.org/node/5595534215,0.7,pharmacy,pharmacy
osm_node_5595616124,Pharmacie Bouafi,,,pharmacy,,unknown,Avenue d'Oued Eddahab,33.5443679,-7.5671098,,,,,,OSM,https://www.openstreetmap.org/node/5595616124,0.7,pharmacy,pharmacy
osm_node_5595616181,Pharmacie Skiba,,,pharmacy,,unknown,Avenue d'Oued Eddahab,33.5396252,-7.5750652,,,,,,OSM,https://www.openstreetmap.org/node/5595616181,0.7,pharmacy,pharmacy
osm_node_5602844220,Parmacie Bouafi,,,pharmacy,,unknown,Avenue d'Oued Eddahab,33.5443646,-7.5671084,,,,,,OSM,https://www.openstreetmap.org/node/5602844220,0.7,pharmacy,pharmacy
osm_node_5603003299,Pharmacie Ennajah,,,pharmacy,,unknown,Avenue de Dakhla,33.5483839,-7.568998,,,,,,OSM,https://www.openstreetmap.org/node/5603003299,0.7,pharmacy,pharmacy
osm_node_5603014728,صيدلية دادي,Pharmacie Dadi,صيدلية دادي,pharmacy,,unknown,شارع الداخلة,33.5464671,-7.5721396,,,,,,OSM,https://www.openstreetmap.org/node/5603014728,0.7,pharmacy,pharmacy
osm_node_5603014771,Pharmacie Faouz,,,pharmacy,,unknown,Avenue de Dakhla,33.5439153,-7.5765418,,,,,,OSM,https://www.openstreetmap.org/node/5603014771,0.7,pharmacy,pharmacy
osm_node_5603014859,Pharmacie Dounia,,,pharmacy,,unknown,Rue 145,33.5419122,-7.5725761,,,,,,OSM,https://www.openstreetmap.org/node/5603014859,0.7,pharmacy,pharmacy
osm_node_5603014883,Pharmacie Addahab,,,pharmacy,,unknown,Rue 70,33.54397,-7.5696833,,,,,,OSM,https://www.openstreetmap.org/node/5603014883,0.7,pharmacy,pharmacy
osm_node_5603015091,Pharmacie Dispensaire Jamila 4,,,pharmacy,,unknown,Rue 89,33.5466604,-7.5665988,,,,,,OSM,https://www.openstreetmap.org/node/5603015091,0.7,pharmacy,pharmacy
osm_node_5604819212,Pharmacie Benmoussa,,,pharmacy,,unknown,Avenue du Commandant Driss Harti,33.5435352,-7.5805342,,,,,,OSM,https://www.openstreetmap.org/node/5604819212,0.7,pharmacy,pharmacy
osm_node_5604819594,Pharmacie Sbata,,,pharmacy,,unknown,Avenue de Saquia-el-Hamra,33.5441768,-7.5730133,,,,,,OSM,https://www.openstreetmap.org/node/5604819594,0.7,pharmacy,pharmacy
osm_node_5604819605,Pharmacie Rachid,,,pharmacy,,unknown,Avenue de Saquia-el-Hamra,33.5463631,-7.5694031,,,,,,OSM,https://www.openstreetmap.org/node/5604819605,0.7,pharmacy,pharmacy
osm_node_5605122398,Pharmacie Jamila,,,pharmacy,,unknown,Avenue du Commandant Driss Harti,33.545992,-7.5764371,,,,,,OSM,https://www.openstreetmap.org/node/5605122398,0.7,pharmacy,pharmacy
osm_node_5605123526,Pharmacie Marche de Gros,,,pharmacy,,unknown,Avenue du Commandant Driss Harti,33.548802,-7.5717339,,,,,,OSM,https://www.openstreetmap.org/node/5605123526,0.7,pharmacy,pharmacy
osm_node_5607941892,Pharmacie Al Bouchra,,,pharmacy,,unknown,Avenue de l'Ambassadeur Ben Aicha,33.601196,-7.5855754,,,,,,OSM,https://www.openstreetmap.org/node/5607941892,0.7,pharmacy,pharmacy
osm_node_5607941910,Pharmacie Massiwe,,,pharmacy,,unknown,Avenue de l'Ambassadeur Ben Aicha,33.59964,-7.5891964,,,,,,OSM,https://www.openstreetmap.org/node/5607941910,0.7,pharmacy,pharmacy
osm_node_5608038509,Para Pharmacie,,,pharmacy,,unknown,Avenue de l'Ambassadeur Ben Aicha,33.602561,-7.5822602,,,,,,OSM,https://www.openstreetmap.org/node/5608038509,0.7,pharmacy,pharmacy
osm_node_5608044131,Pharmacie El Mansour,,,pharmacy,,unknown,Boulevard du Golan,33.558094,-7.573944,,,,,,OSM,https://www.openstreetmap.org/node/5608044131,0.7,pharmacy,pharmacy
osm_node_5608044204,Pharmcie Sif Eddinne,,,pharmacy,,unknown,Boulevard de l'Unité Africaine,33.5566724,-7.5877748,,,,,,OSM,https://www.openstreetmap.org/node/5608044204,0.7,pharmacy,pharmacy
osm_node_5608045823,Pharmacie du Metro,,,pharmacy,,unknown,Boulevard de l'Unité Africaine,33.5567138,-7.5911842,,,,,,OSM,https://www.openstreetmap.org/node/5608045823,0.7,pharmacy,pharmacy
osm_node_5608045833,Pharmacie Afriquia,,,pharmacy,,unknown,Boulevard Mohammed VI,33.5548206,-7.5919738,,,,,,OSM,https://www.openstreetmap.org/node/5608045833,0.7,pharmacy,pharmacy
osm_node_5608149301,Pharmacie Moulay Slimane,,,pharmacy,,unknown,Route de Zenata,33.6177743,-7.5463294,,,,,,OSM,https://www.openstreetmap.org/node/5608149301,0.7,pharmacy,pharmacy
osm_node_5608199901,,,,pharmacy,,unknown,Avenue Réda Guédira,33.5523159,-7.5786996,,,,,,OSM,https://www.openstreetmap.org/node/5608199901,0.7,pharmacy,pharmacy
osm_node_5608241173,Pharmacie Zenata,,,pharmacy,,unknown,Route de Zenata,33.6188677,-7.5392269,,,,,,OSM,https://www.openstreetmap.org/node/5608241173,0.7,pharmacy,pharmacy
osm_node_5608312294,Pharmacie Du Uban,,,pharmacy,,unknown,Avenue du 6 Novembre 1975,33.5520812,-7.5815776,,,,,,OSM,https://www.openstreetmap.org/node/5608312294,0.7,pharmacy,pharmacy
osm_node_5608312310,Pharmacie Oued Zem,,,pharmacy,,unknown,Boulevard de Oued Zem,33.5547747,-7.584579,,,,,,OSM,https://www.openstreetmap.org/node/5608312310,0.7,pharmacy,pharmacy
osm_node_5609898808,Pharmacie Lesperance,,,pharmacy,,unknown,Boulevard de Madrid,33.6164096,-7.5248878,,,,,,OSM,https://www.openstreetmap.org/node/5609898808,0.7,pharmacy,pharmacy
osm_node_5610362567,Pharmacie Moubaraka,,,pharmacy,,unknown,Route de Rabat,33.6154659,-7.5031149,,,,,,OSM,https://www.openstreetmap.org/node/5610362567,0.7,pharmacy,pharmacy
osm_node_5610362576,Pharmacie de la Gabe Ain Sebaa,,,pharmacy,,unknown,Route de Rabat,33.6075583,-7.5235748,,,,,,OSM,https://www.openstreetmap.org/node/5610362576,0.7,pharmacy,pharmacy
osm_node_5610457001,Pharmacie el Mrami,,,pharmacy,,unknown,Route de Rabat,33.6238082,-7.4856645,,,,,,OSM,https://www.openstreetmap.org/node/5610457001,0.7,pharmacy,pharmacy
osm_node_5610457012,Pharmacie Feddan el Kheir,,,pharmacy,,unknown,Route de Rabat,33.6209482,-7.4895899,,,,,,OSM,https://www.openstreetmap.org/node/5610457012,0.7,pharmacy,pharmacy
osm_node_5610457357,Pharmacie Ghouziel,,,pharmacy,,unknown,Allée des Mimosas,33.6109571,-7.5297225,,,,,,OSM,https://www.openstreetmap.org/node/5610457357,0.7,pharmacy,pharmacy
osm_node_5618306094,Pharmacie Racha,,,pharmacy,,unknown,Route de Chabbou,33.5893928,-7.5262088,,,,,,OSM,https://www.openstreetmap.org/node/5618306094,0.7,pharmacy,pharmacy
osm_node_5618306115,Pharmacie Alaa,,,pharmacy,,unknown,Boulevard Al Houcine Assoussi,33.590577,-7.5174178,,,,,,OSM,https://www.openstreetmap.org/node/5618306115,0.7,pharmacy,pharmacy
osm_node_5618382298,Pharmacie Espace Santé صيدلية فضاء الصحة,,,pharmacy,,unknown,,33.6342132,-7.4545723,,,,,,OSM,https://www.openstreetmap.org/node/5618382298,0.7,pharmacy,pharmacy
osm_node_5618460458,Pharmacie Ghafiri,,,pharmacy,,unknown,Rue Abou Nouas,33.5607889,-7.6458289,,,,,,OSM,https://www.openstreetmap.org/node/5618460458,0.7,pharmacy,pharmacy
osm_node_5618460467,Pharmacie Odyssée صيدلية أوديسي,Pharmacie Odyssée,صيدلية أوديسي,pharmacy,,unknown,Rue Tair Al Firdaous,33.5631274,-7.6477303,,,,,,OSM,https://www.openstreetmap.org/node/5618460467,0.7,pharmacy,pharmacy
osm_node_5620292281,,,,pharmacy,,unknown,Boulevard Mohamed Zefzaf,33.5754292,-7.5202838,,,,,,OSM,https://www.openstreetmap.org/node/5620292281,0.7,pharmacy,pharmacy
osm_node_5620636002,,,,pharmacy,,unknown,Avenue Abdelkader Sahraoui,33.5678354,-7.5260223,,,,,,OSM,https://www.openstreetmap.org/node/5620636002,0.7,pharmacy,pharmacy
osm_node_5620767483,Pharmacie Al Ikram صيدلية الإكرام,,,pharmacy,,unknown,,33.5509759,-7.4774435,,,,,,OSM,https://www.openstreetmap.org/node/5620767483,0.7,pharmacy,pharmacy
osm_node_5620795128,Pharmacie Route de Rabat,,,pharmacy,,unknown,Route Continentale,33.6021656,-7.5243822,,,,,,OSM,https://www.openstreetmap.org/node/5620795128,0.7,pharmacy,pharmacy
osm_node_5620833096,Pharmacie Alhadika,,,pharmacy,,unknown,Route de Rabat,33.6036903,-7.533334,,,,,,OSM,https://www.openstreetmap.org/node/5620833096,0.7,pharmacy,pharmacy
osm_node_5620866708,Pharmacie Chefchaouni,,,pharmacy,,unknown,Boulevard Chefchaouni,33.6139704,-7.5241126,,,,,,OSM,https://www.openstreetmap.org/node/5620866708,0.7,pharmacy,pharmacy
osm_node_5622330522,,,,pharmacy,,unknown,,33.5684046,-7.5307781,,,,,,OSM,https://www.openstreetmap.org/node/5622330522,0.7,pharmacy,pharmacy
osm_node_5622330523,,,,pharmacy,,unknown,,33.5713396,-7.5290841,,,,,,OSM,https://www.openstreetmap.org/node/5622330523,0.7,pharmacy,pharmacy
osm_node_5622982389,Pharmacie Boukdad صيدلية بوقداد,,,pharmacy,,unknown,Rue Abderrahmane Ibn Khaldoune,33.5543657,-7.4827959,,,,,,OSM,https://www.openstreetmap.org/node/5622982389,0.7,pharmacy,pharmacy
osm_node_5622982511,Pharmacie Semmat,,,pharmacy,,unknown,,33.5478296,-7.4859166,,,,,,OSM,https://www.openstreetmap.org/node/5622982511,0.7,pharmacy,pharmacy
osm_node_5622982578,Cabinet Veterinaire,,,veterinary,,unknown,,33.5516497,-7.4757379,,,,,,OSM,https://www.openstreetmap.org/node/5622982578,0.7,veterinary,
osm_node_5623149839,Pharmacie Tit Mellil صيدلية تيط مليل,,,pharmacy,,unknown,Boulevard Annakhil,33.5522612,-7.4826014,,,,,,OSM,https://www.openstreetmap.org/node/5623149839,0.7,pharmacy,pharmacy
osm_node_5623276960,Pharmacie Errahmane,,,pharmacy,,unknown,Route de Taddart,33.5526038,-7.6230601,,,,,,OSM,https://www.openstreetmap.org/node/5623276960,0.7,pharmacy,pharmacy
osm_node_5625001059,Pharmacie Machaa Allah,,,pharmacy,,unknown,Rue 14,33.5371525,-7.5703479,,,,,,OSM,https://www.openstreetmap.org/node/5625001059,0.7,pharmacy,pharmacy
osm_node_5625001084,Pharmacie Al Ahram,,,pharmacy,,unknown,Avenue Mekdad Lahrizi,33.5367602,-7.5734532,,,,,,OSM,https://www.openstreetmap.org/node/5625001084,0.7,pharmacy,pharmacy
osm_node_5625001497,Pharmacie Salim,,,pharmacy,,unknown,Rue 2,33.5378244,-7.5671151,,,,,,OSM,https://www.openstreetmap.org/node/5625001497,0.7,pharmacy,pharmacy
osm_node_5625379300,,,,pharmacy,,unknown,Rue 66,33.5667045,-7.5678098,,,,,,OSM,https://www.openstreetmap.org/node/5625379300,0.7,pharmacy,pharmacy
osm_node_5626812131,Pharmacie Laaziza,,,pharmacy,,unknown,Rue 41,33.5360269,-7.5518963,,,,,,OSM,https://www.openstreetmap.org/node/5626812131,0.7,pharmacy,pharmacy
osm_node_5626812136,Pharmacie Al Fadila,,,pharmacy,,unknown,Boulevard du Golan,33.537546,-7.5516106,,,,,,OSM,https://www.openstreetmap.org/node/5626812136,0.7,pharmacy,pharmacy
osm_node_5626812166,Pharmacie Salmia,,,pharmacy,,unknown,Boulevard du Golan,33.5384537,-7.5553362,,,,,,OSM,https://www.openstreetmap.org/node/5626812166,0.7,pharmacy,pharmacy
osm_node_5626812219,Pharmacie Tessema,,,pharmacy,,unknown,Boulevard du Golan,33.5436056,-7.5614248,,,,,,OSM,https://www.openstreetmap.org/node/5626812219,0.7,pharmacy,pharmacy
osm_node_5626813100,Pharmacie Essa-Egh,,,pharmacy,,unknown,Rue 18,33.5401863,-7.5512499,,,,,,OSM,https://www.openstreetmap.org/node/5626813100,0.7,pharmacy,pharmacy
osm_node_5627086712,Pharmacie Ksikes,,,pharmacy,,unknown,Avenue du 10 Mars 1982,33.5423068,-7.542302,,,,,,OSM,https://www.openstreetmap.org/node/5627086712,0.7,pharmacy,pharmacy
osm_node_5627088354,,,,pharmacy,,unknown,Boulevard Anoual,33.5652373,-7.5687821,,,,,,OSM,https://www.openstreetmap.org/node/5627088354,0.7,pharmacy,pharmacy
osm_node_5627205171,,,,pharmacy,,unknown,Rue 5,33.5681862,-7.5687861,,,,,,OSM,https://www.openstreetmap.org/node/5627205171,0.7,pharmacy,pharmacy
osm_node_5627205172,,,,pharmacy,,unknown,Boulevard du Nil,33.5659759,-7.5646207,,,,,,OSM,https://www.openstreetmap.org/node/5627205172,0.7,pharmacy,pharmacy
osm_node_5627205173,Parapharamacie Chemsi,,,pharmacy,,unknown,Rue 66,33.5667453,-7.5675845,,,,,,OSM,https://www.openstreetmap.org/node/5627205173,0.7,pharmacy,pharmacy
osm_node_5627299056,Clinique Zarhoun,,,clinic,,unknown,Rue de Suippes,33.5850365,-7.6142472,,,,,,OSM,https://www.openstreetmap.org/node/5627299056,0.7,clinic,clinic
osm_node_5627299100,Pharmacie Populaire,,,pharmacy,,unknown,Rue Hadj Omar Riffi,33.5856143,-7.6138653,,,,,,OSM,https://www.openstreetmap.org/node/5627299100,0.7,pharmacy,pharmacy
osm_node_5627299183,,,,pharmacy,,unknown,Rue el Brihi Ahmed,33.5879781,-7.6086537,,,,,,OSM,https://www.openstreetmap.org/node/5627299183,0.7,pharmacy,pharmacy
osm_node_5627609211,,,,pharmacy,,unknown,Boulevard des Forces Auxiliaires,33.5687204,-7.5599147,,,,,,OSM,https://www.openstreetmap.org/node/5627609211,0.7,pharmacy,pharmacy
osm_node_5632885412,Pharmacie Tawdi,,,pharmacy,,unknown,,33.5734001,-7.5534868,,,,,,OSM,https://www.openstreetmap.org/node/5632885412,0.7,pharmacy,pharmacy
osm_node_5632888434,Pharmacie Essafa,,,pharmacy,,unknown,,33.569478,-7.5571883,,,,,,OSM,https://www.openstreetmap.org/node/5632888434,0.7,pharmacy,pharmacy
osm_node_5632888505,,,,pharmacy,,unknown,,33.566928,-7.5459391,,,,,,OSM,https://www.openstreetmap.org/node/5632888505,0.7,pharmacy,pharmacy
osm_node_5632965280,Pharmacie Ibn Zahr,,,pharmacy,,unknown,Boulevard du Nil,33.5584382,-7.5690745,,,,,,OSM,https://www.openstreetmap.org/node/5632965280,0.7,pharmacy,pharmacy
osm_node_5633081260,Pharmacie Lamrissi,,,pharmacy,,unknown,,33.5623865,-7.5410038,,,,,,OSM,https://www.openstreetmap.org/node/5633081260,0.7,pharmacy,pharmacy
osm_node_5633081280,Pharmacie Lamrissi,,,pharmacy,,unknown,,33.5627486,-7.5397673,,,,,,OSM,https://www.openstreetmap.org/node/5633081280,0.7,pharmacy,pharmacy
osm_node_5633081284,Pharmacie Kamareddine,,,pharmacy,,unknown,,33.5626681,-7.5439918,,,,,,OSM,https://www.openstreetmap.org/node/5633081284,0.7,pharmacy,pharmacy
osm_node_5633308716,Pharmacie El Houria,,,pharmacy,,unknown,Avenue Chaouki Jilali Meskini,33.5841955,-7.5579688,,,,,,OSM,https://www.openstreetmap.org/node/5633308716,0.7,pharmacy,pharmacy
osm_node_5633308717,Pharmacie El AHD El Jadid,,,pharmacy,,unknown,Boulevard de la Grande Ceinture,33.5814694,-7.5632876,,,,,,OSM,https://www.openstreetmap.org/node/5633308717,0.7,pharmacy,pharmacy
osm_node_5633328210,,,,pharmacy,,unknown,Boulevard Al Aqid El Allam,33.5555291,-7.5470468,,,,,,OSM,https://www.openstreetmap.org/node/5633328210,0.7,pharmacy,pharmacy
osm_node_5633328212,Pharmacie Al Falah,,,pharmacy,,unknown,Boulevard Al Aqid El Allam,33.5583991,-7.5495037,,,,,,OSM,https://www.openstreetmap.org/node/5633328212,0.7,pharmacy,pharmacy
osm_node_5633523475,Pharmacie de Lorraine,,,pharmacy,,unknown,Boulevard Rahal El Meskini,33.5876576,-7.6144999,,,,,,OSM,https://www.openstreetmap.org/node/5633523475,0.7,pharmacy,pharmacy
osm_node_5633592497,,,,pharmacy,,unknown,,33.5547915,-7.5345102,,,,,,OSM,https://www.openstreetmap.org/node/5633592497,0.7,pharmacy,pharmacy
osm_node_5633594726,,,,pharmacy,,unknown,Avenue du Commandant Idriss Elharti,33.557046,-7.5588037,,,,,,OSM,https://www.openstreetmap.org/node/5633594726,0.7,pharmacy,pharmacy
osm_node_5633594730,,,,pharmacy,,unknown,Avenue du 10 Mars 1982,33.5622993,-7.5662756,,,,,,OSM,https://www.openstreetmap.org/node/5633594730,0.7,pharmacy,pharmacy
osm_node_5633747547,Pharmacie el Hanaa,,,pharmacy,,unknown,Boulevard de l'Unité Africaine,33.5570658,-7.5818767,,,,,,OSM,https://www.openstreetmap.org/node/5633747547,0.7,pharmacy,pharmacy
osm_node_5633747564,Pharmacie Para,,,pharmacy,,unknown,Boulevard Abou Horaira,33.5576861,-7.5796075,,,,,,OSM,https://www.openstreetmap.org/node/5633747564,0.7,pharmacy,pharmacy
osm_node_5633747569,,,,pharmacy,,unknown,Boulevard Abdellah Senhaji,33.5646115,-7.5879666,,,,,,OSM,https://www.openstreetmap.org/node/5633747569,0.7,pharmacy,pharmacy
osm_node_5633747587,Pharmacie el Othmania,,,pharmacy,,unknown,Boulevard Abou Horaira,33.5627982,-7.5705381,,,,,,OSM,https://www.openstreetmap.org/node/5633747587,0.7,pharmacy,pharmacy
osm_node_5633748036,Pharmacie Calogera,,,pharmacy,,unknown,Rue 73,33.5584983,-7.5864208,,,,,,OSM,https://www.openstreetmap.org/node/5633748036,0.7,pharmacy,pharmacy
osm_node_5633937666,Pharmacie Mersultan,,,pharmacy,,unknown,Avenue Mers Sultan,33.5839923,-7.6155918,,,,,,OSM,https://www.openstreetmap.org/node/5633937666,0.7,pharmacy,pharmacy
osm_node_5636182800,Porte Californie,,,pharmacy,,unknown,Route de La Mecque,33.5596798,-7.6287738,,,,,,OSM,https://www.openstreetmap.org/node/5636182800,0.7,pharmacy,pharmacy
osm_node_5636182809,Para & Pharmacie Merieux صيدلية ميريو,Para & Pharmacie Merieux,صيدلية ميريو,pharmacy,,unknown,Boulevard Abdelmoumen شارع عبد المومن,33.5673061,-7.6260074,+212 5 22 86 05 70,,,,,OSM,https://www.openstreetmap.org/node/5636182809,0.7,pharmacy,pharmacy
osm_node_5636182895,Pharmacie Abdelmoumen,,,pharmacy,,unknown,Boulevard Abdelmoumen,33.5764002,-7.6259212,,,,,,OSM,https://www.openstreetmap.org/node/5636182895,0.7,pharmacy,pharmacy
osm_node_5636182944,,,,pharmacy,,unknown,Boulevard Abdelmoumen,33.5816236,-7.6244299,,,,,,OSM,https://www.openstreetmap.org/node/5636182944,0.7,pharmacy,pharmacy
osm_node_5636182963,Pharmacie Taddart,,,pharmacy,,unknown,Route de Taddart,33.5563383,-7.624332,,,,,,OSM,https://www.openstreetmap.org/node/5636182963,0.7,pharmacy,pharmacy
osm_node_5636200657,Para & Pharmacie,,,pharmacy,,unknown,Boulevard Ibrahim Roudani,33.5873383,-7.6281434,,,,,,OSM,https://www.openstreetmap.org/node/5636200657,0.7,pharmacy,pharmacy
osm_node_5636207690,Pharmacie Principale,,,pharmacy,,unknown,Avenue Mers Sultan,33.5876567,-7.6174173,,,,,,OSM,https://www.openstreetmap.org/node/5636207690,0.7,pharmacy,pharmacy
osm_node_5636207705,Clinique les princes مصحة الأمراء,Clinique les princes,مصحة الأمراء,hospital,,unknown,Rue Allal Al Fassi,33.5878622,-7.6195697,,,,,,OSM,https://www.openstreetmap.org/node/5636207705,0.7,hospital,hospital
osm_node_5636207731,Pharmacie Minuit,,,pharmacy,,unknown,Boulevard de Paris,33.5934804,-7.6201545,,,,,,OSM,https://www.openstreetmap.org/node/5636207731,0.7,pharmacy,pharmacy
osm_node_5636207734,Parisienne,,,pharmacy,,unknown,Avenue Hassan II,33.5897899,-7.6195932,,,,,,OSM,https://www.openstreetmap.org/node/5636207734,0.7,pharmacy,pharmacy
osm_node_5636207736,Chirurgie Dentaire,,,dentist,,unknown,Rue Omarslaoui,33.5883733,-7.6190574,,,,,,OSM,https://www.openstreetmap.org/node/5636207736,0.7,dentist,dentist
osm_node_5636207744,Pharmacie du Parc,,,pharmacy,,unknown,Avenue Hassan II,33.5872545,-7.6211335,,,,,,OSM,https://www.openstreetmap.org/node/5636207744,0.7,pharmacy,pharmacy
osm_node_5636207755,Para & Parapharmacie Oliveri,,,pharmacy,,unknown,Rue Ibn Tofail,33.5848798,-7.6240269,,,,,,OSM,https://www.openstreetmap.org/node/5636207755,0.7,pharmacy,pharmacy
osm_node_5636207784,Laboratoire Labomedic,,,doctor,,unknown,Boulevard Mohamed Zerktouni,33.5835791,-7.6231398,,,,,,OSM,https://www.openstreetmap.org/node/5636207784,0.7,doctors,doctor
osm_node_5636207797,Pharmacie Mercure,,,pharmacy,,unknown,Rue Darâa,33.5849916,-7.6210879,,,,,,OSM,https://www.openstreetmap.org/node/5636207797,0.7,pharmacy,pharmacy
osm_node_5636207798,Chirurgien Dentiste,,,dentist,,unknown,Rue Darâa,33.5850139,-7.6211315,,,,,,OSM,https://www.openstreetmap.org/node/5636207798,0.7,dentist,dentist
osm_node_5636207808,Clinique Vetreinaire El Vacoubi,,,clinic,,unknown,Rue Agadir,33.5842827,-7.6197159,,,,,,OSM,https://www.openstreetmap.org/node/5636207808,0.7,veterinary,
osm_node_5636217539,,,,pharmacy,,unknown,Boulevard Abderrahim Bouabid,33.5592451,-7.6384109,,,,,,OSM,https://www.openstreetmap.org/node/5636217539,0.7,pharmacy,pharmacy
osm_node_5638347722,Pharmacie de L'opera,,,pharmacy,,unknown,Rue Mohamed Bahi,33.580465,-7.6331471,,,,,,OSM,https://www.openstreetmap.org/node/5638347722,0.7,pharmacy,pharmacy
osm_node_5638347849,,,,pharmacy,,unknown,Boulevard Ibrahim Roudani,33.5846692,-7.6308243,,,,,,OSM,https://www.openstreetmap.org/node/5638347849,0.7,pharmacy,pharmacy
osm_node_5638347878,Pharmacie du Palmier,,,pharmacy,,unknown,Boulevard Mohamed Abdou,33.5825023,-7.6259098,,,,,,OSM,https://www.openstreetmap.org/node/5638347878,0.7,pharmacy,pharmacy
osm_node_5638347915,Chirurgien Dentiste,,,dentist,,unknown,Rue Mohamed Bahi,33.5802427,-7.6330653,,,,,,OSM,https://www.openstreetmap.org/node/5638347915,0.7,dentist,dentist
osm_node_5638347977,Pharmacie du Louvre,,,pharmacy,,unknown,Rue Al Mortada,33.5824498,-7.6306697,,,,,,OSM,https://www.openstreetmap.org/node/5638347977,0.7,pharmacy,pharmacy
osm_node_5638416358,Pharmacie Hacha,,,pharmacy,,unknown,Rue 5,33.5666766,-7.602578,,,,,,OSM,https://www.openstreetmap.org/node/5638416358,0.7,pharmacy,pharmacy
osm_node_5638523759,Pharmacie Ghalef,,,pharmacy,,unknown,Rue Jabir Al Ansari,33.5773527,-7.6308055,,,,,,OSM,https://www.openstreetmap.org/node/5638523759,0.7,pharmacy,pharmacy
osm_node_5638647155,Droguerie Al Mal,,,pharmacy,,unknown,,33.5759608,-7.6318585,,,,,,OSM,https://www.openstreetmap.org/node/5638647155,0.7,pharmacy,pharmacy
osm_node_5640023693,Pharmacie Kastalani,,,pharmacy,,unknown,Rue Daoud el Antaki,33.5737722,-7.6077627,,,,,,OSM,https://www.openstreetmap.org/node/5640023693,0.7,pharmacy,pharmacy
osm_node_5640032404,Pharmacie Jerrada,,,pharmacy,,unknown,Boulevard Abderrahim Bouabid,33.5627318,-7.6429452,,,,,,OSM,https://www.openstreetmap.org/node/5640032404,0.7,pharmacy,pharmacy
osm_node_5640190802,Pharmacie Aloum,,,pharmacy,,unknown,Boulevard d'Anoual,33.569402,-7.6285002,,,,,,OSM,https://www.openstreetmap.org/node/5640190802,0.7,pharmacy,pharmacy
osm_node_5640190813,Para & Pharmacie Benzit,,,pharmacy,,unknown,,33.5702345,-7.6283842,,,,,,OSM,https://www.openstreetmap.org/node/5640190813,0.7,pharmacy,pharmacy
osm_node_5640191723,Pharmacie Attissir,,,pharmacy,,unknown,Zanqat 93,33.5726269,-7.6290178,,,,,,OSM,https://www.openstreetmap.org/node/5640191723,0.7,pharmacy,pharmacy
osm_node_5640192135,Pharmacie Zaouia,,,pharmacy,,unknown,Rue Al Maadane,33.5765622,-7.6278631,,,,,,OSM,https://www.openstreetmap.org/node/5640192135,0.7,pharmacy,pharmacy
osm_node_5640192186,Clinique Hamdani,,,clinic,,unknown,Zanqat 93,33.5739867,-7.6307733,,,,,,OSM,https://www.openstreetmap.org/node/5640192186,0.7,clinic,clinic
